rating,text,date,trip_type,date_status,gpt_sentiment,predicted_roberta
2,"I love cats and was excited about going to a cat museum. Paid 7 euros each, went upstairs, looked around at some pictures and statues...  15 min later we were looking for more that was it. Just one floor of pictures. We saw 3 cats in there, and of course a gift shop. Way too expensive for what it is. Felt really ripped off and do not recommend it to anyone.",Aug 2016,Couples,date_with_label,負面,負面
5,"This museum only shows art featuring cats. They have everything from statues to adverts to an original Picasso. They also have live cats sleeping in the shop and around the museum, and even a kitten when we were there. It was the friendliest, playing and sleeping on people's laps.If you go to the Poezenboot first, you get a 50% discount.",Aug 2016,,date_only,正面,正面
2,Don't like giving a bad review but there really isn't much here for the entrance fee. If you love specifically cat art it is probably very interesting but it wasn't a good plan to take 2 cat obsessed children. Like another reviewer says it is basically someones house and it seemed as if there were other exhibits (such as the garden that you could see but not get to and had a lot of cat art in it visible at a distance) that were closed off. It is very dark. Almost as dark as the mood of the young lady at the ticket office. I realised quickly that it was not what 2 kids wanted to see. One was actually scared of the ambience. With an ambling examination of the exhibits it took approx 5 mins to end up back at the gift shop/entrance which seems harsh when it has cost £20 for 2 adults and 2 kids but I freely accept it wasn't what I was expecting and I took them to the wrong place.On the plus side there was 1 cat asleep in a corner and the girls got a free visit to the toilet on the way out.This museum is probably a good measure of just how much you love cats. You have to really love cats.,Aug 2016,,date_only,負面,負面
4,"This is basically someones house, but I think that actually adds to its appeal. it's a collection of cat art spread over the house, with a few cats meandering about and a nice little gift shop. It's right in the centre of Amsterdam as well so you don't have to go out of your way.",Sep 2015,Couples,date_with_label,正面,正面
4,"This is one of Europe's little secrets and I have to admit that I am surprised that there weren't more people here than the English family that were sitting there playing with the cats. Mind you, it is actually hidden away and if you don't know about it you are unlikely to find it, but I have to admit that this place is awesome. Basically it is a museum of everything to do with cats, and they even, not surprisingly, have some real live cats wondering around here. There are lots of posters of cat related subjects, as well as lots of figurines, and a shop downstairs where you can purchase copies of some of the posters. All I can say is that I loved this place, and you can even play with the cats (if the cats let you of course because, well, they are cats and any cat lover knows what cats are like).",Aug 2016,Friends,date_with_label,正面,正面
5,"The museum is for cats lovers. There are some real cats there. There are oldPaintings of cats, Old image of Disney cats, different photos. Generally interesting if you love cats.",Aug 2016,Couples,date_with_label,正面,正面
5,"I love cats and this place is like a glorious palace of wonder. It's full from floor to ceiling with quirky, unique posters and art work. The actual living breathing cats that you randomly find curled up snoozing on a chair in some corner of a room make it even better. The shops really good too.",Jul 2016,,date_only,正面,正面
5,"So, as cat lovers, we knew going to this museum would be a priority on our trip. It was easy to find, not far from a tram stop. The museum has an entrance fee (I think 7 euros?) and is relatively small. But there is a pretty nice selection of cat themed art and happily, there are a few resident cats. The quaint gift shop has a few prints and booklets of the art featured. Definitely worth a visit for any cat lover!",Jun 2016,Couples,date_with_label,正面,正面
4,"A lovely old house on Herengracht stuffed full of cat related paintings, furniture and memorabilia.Don't expect to spend long here, but well worth a visit just to see inside the lovely building, and of course....if you like cats this is the place for you. Lovely posters and souvenirs in the shop too!",Dec 2015,Friends,date_with_label,正面,正面
4,"If you love your cats and felines, then this is a quaint little museum for you. The house has a number of levels filled with all things cat related: paintings, sculptures, movie and advertising posters, etc.There is probably a good 45 minutes here.Make sure you say hello to the resident pussy cats!",Jun 2016,Couples,date_with_label,正面,正面
5,"The museum has some unique posters, paintings, artwork about cats. There are live cats there but is up to the cats whether you get to meet them. I was lucky enough to meet two and one of them was a gorgeous kitten. I would definitely visit again.",Jul 2016,Friends,date_with_label,正面,正面
4,Good opportunity to see inside one of the old mansion houses of Amsterdam. Quirky little museum stuffed full of cat-themed memorabilia & artwork. Reasonably priced.,Jun 2016,,date_only,正面,正面
4,"This cat museum in a house off the main road is dedicated to art featuring cats. Founded in the memory of JP Morgan (a cat), it is quaint, quirky, and fun. Posters, paintings, sculptures are everywhere as you wind through the rooms. Not large and a little expensive for a small museum but definitely enjoyed.",Jun 2016,,date_only,正面,正面
3,"This place is pretty cool with a lot of things about cats (objects, paintings...) even real cats! It's also cheap (4€ for students) but the visit lasts only 10-15 minutes and there are barely any writings to explain things, only visual ones.",Jun 2016,Friends,date_with_label,中立,中立
5,"The cat museum ""kattenkabinet"" was eccentric and fun. I too am a cat lover so admittedly I'm a bit biased in that regard. The museum is small - but admission fee was reasonable. It was essentially multiple rooms in the upper floor of a beautiful old canal home. There were at least 4-5 cats roaming around or napping. Fun visit with a nice gift shop on the ground floor.",May 2016,Friends,date_with_label,正面,正面
5,"I love looking at houses and also I love cats so this is a great chance to see the inside of a canal house that is dedicated to cats. Best of both worlds.This is the only canal house on the Golden Bend that is open to the public. The owner is  a cat lover so it is decorated with cat statues, paintings and a few live cats. Too bad only one floor is part of the ""cabinet"". You can also see the yard.",Apr 2016,Couples,date_with_label,正面,正面
4,"Beautiful house, beautifully decorated . A lot of different cat -themed posters and paintings , some entertaining , some horrible. You can meet real cats in a museum !Slightly too expensive.",Jun 2016,Couples,date_with_label,正面,負面
5,"I came here as a museum visitor, not as a residential guest. It was such a pleasure to enter this beautiful restored building and be able to see inside one of these old canal-side houses.  The range of feline art was fascinating, all the different advertising posters is so many European languages. I especially enjoyed the Russian children's video of The Cat That Walked By Himself story, and some of the beautiful sculptures.  There is a lovely view of the garden from the back windows.I had to climb the staircase to access the main displays, but the kind lady on reception carried my walking aid up and down for me.I only met one of the feline attendants who followed me round and came and watched over me while I scoured the shop, but I was told there are a total of five feline residents.I would say a real pleasure for cat and art lovers.",Jun 2016,Solo,date_with_label,正面,正面
1,"Really just a poorly organised selection of artefacts, paintings  and advertising posters. They have the opportunity to organise and give information but fail to do so.  I am an avid cat lover and was unimpressed by the presentation and information provided.  Would not recommend at the price, sorry.",Jun 2016,Friends,date_with_label,負面,負面
3,Have heard lots of rave reviews about the cat museum but it didn't live up to expectations. There wasn't any real cats around but I did find some of the paintings interesting. Have heard there is a rescue barge of cats so will look into going there,Jun 2016,,date_only,負面,中立
5,"Kattenkabinet is like it's the fancy shmancy canal house museum,  almost like a spoof of it, but with a cat motif.  It wasn't cheesy at all and really made me smile!!Recommend visiting right after you visit a canal house museum (like Van Loon).",Apr 2016,Solo,date_with_label,正面,正面
5,"Cool chance to see the inside of one of the most beautiful houses on the canals on part of the Golden Curve of the Herengracht----one floor of cat paintings, posters, statues and more with a few live ones running around--there is also a back yard so to speak with more art, statues and cats. 7 euros",May 2016,,date_only,正面,正面
2,"We read so much about the Cat Cabinet, one of the most common ways to describe it being quirky. If quirky's synonymous with over rated and hyped, must be it! Was looking forward to more than vintage posters and cat pictures. Not worth the time or the price of 7 euros per head - truly disappointing.",Apr 2016,Couples,date_with_label,負面,負面
4,"Whether you like cats or not, it is a very nice museum. There are a lot of paintings, sculpturs about cats, also from famous painters like Van Gogh. Usually you meet some cats in the museum, who live there.",Oct 2015,Couples,date_with_label,正面,正面
5,"Like art? Like cats? Like your art to have cats in it? Then this is right up your alley cat. A quirky little meowseum run by some cool cats that like cats and have a cat too! From watercolours, to lamps, to pinball machines, there's plenty to get your claws into. You won't be having kittens at the prices either - €3 for students and €5 for adults. Purrrrfect if you're looking for something different to do!",Jun 2015,Couples,date_with_label,正面,正面
4,Always go here when in Amsterdam love this museum as love cats but there is not to much to see it only two floors and on these floors are pictures of all different cats it  has a lovely shop were you can buy cat postcards pictures I got kat bag which I love,Apr 2016,Couples,date_with_label,正面,中立
5,Our second stay in the apartment at the Kattenkabinet and we enjoyed it as much as the first time. Great central location and good value for money as each bedroom has its own bathroom and there is a separate sitting room and kitchen. The museum garden was also open and we were able to spend time with all three of the resident cats. This is the ideal place for cat lovers!,Apr 2016,Friends,date_with_label,正面,正面
3,"Being two cat lovers, we wanted to see this place as it looked really quirky! At 7 euros for get in, it's not a cheap museum. Upstairs there's a floor of cat pictures and posters but that's about it. Downstairs there is a shop selling posters and cards and here we saw one of the resident cats fast asleep on  a pile of bags! Nothing was going to shift that cat! No tea or coffee shop although there may be one open in the summer months?",Apr 2016,Couples,date_with_label,中立,負面
3,"I'm a cat lover so looked forward to this cat  museum thought it was quite expensive 7  euros to look round one floor of cat pictures and portraits, there is an outside area but that wasn't open, best thing was the two real cats",Apr 2016,Couples,date_with_label,負面,正面
1,Do not go if you are not a cat fan really not worth the money. The paintings weren't interesting and not a long visit.And really expensive for what it is.,Mar 2016,,date_only,負面,負面
3,"I did quite like seeing all the vintage posters of cats, but at 7 euros for about 20 minutes worth of material you need to be a real cat enthusiast, although the old canal building is nice to see too. And the attention - loving real cat residents help to fill the void of missing your feline friends back home, especially since you're not likely to see many furry creatures out and about in the streets of this crazy cyclists and tram - infested city. Great gift shop too.",Mar 2016,,date_only,正面,正面
4,"We came here after Van Gogh Museum and much preferred this! It has a lovely collection of cat paintings, statues and works of art. It is set in a lovely building and has resident cats who are very friendly. Worth a visit.",Apr 2016,Friends,date_with_label,正面,正面
5,"Beautiful art gallery that contains various artworks of different style and substance that have cats in them. A few lovely lovely puddy cats wandering around and snoozing. You don't have to be a cat lover to go here, nice art and fair enough admission price with a poster shop downstairs again. Only downfall? Limited access to the gallery, your only allowed visit one floor really while the ropes off stairs teases you with paintings.",Mar 2016,Couples,date_with_label,正面,正面
5,"A small but charming museum situated in a large canal-side house. We were delighted to meet one of the resident cats asleep on a windowsill! They have a great range of postcards and postcards of cat-related art and vintage advertisements. You won't pass a whole afternoon here, but if you love cats it's a must visit while you're in Amsterdam.",Mar 2016,Couples,date_with_label,正面,正面
5,"The Cat Museum is small, quirky and worth the fairly low admission price. The cat related art was varied and interesting and seeing the interior of an old canal house was really cool too. This was a nice break from all the serious art museums!",Sep 2015,Couples,date_with_label,正面,正面
4,"The Cat Cabinet is such a charming little place! Its like wandering around the home of an eccentric millionaire cat lady. If like me you love art and cats you'll find it GLORIOUS, if not then there really won't be much of interest for you. The rooms are beautifully laid out, the walls are filled with paintings, illustrations, posters, vintage advertisements as well as sculptures and figurines dotted about. Its more of a quirky gallery than a museum! The only downside is that the museum is very small and took only around 20 minutes to see everything, there is also an outside area which I assume opens up in summer (visited in winter and it was all closed off) which looked pleasant also! There were also a few live cats sleeping around the building which was a certainly a cute feature! Lovely gift shop also! I wouldn't recommend going out of your way to find it, but if it sounds like your kind of thing and you're in the area its worth checking out!",Mar 2016,,date_only,正面,正面
5,"Honestly - if you love cats, you'll love it here. If you don't, I wouldn't recommend it! We visited as museum visitors, not hotel guests. The museum is small but really interesting, and the entrance price is totally reasonable for the size. The owner apparently lives upstairs and the museum is his personal collection of cat-themed art from around the world. I found it fascinating and being cat mad I was delighted that two of the owner's cats wandered up to say hello while we were there. A totally quirky experience for anyone who likes cats.",May 2015,Couples,date_with_label,正面,正面
3,A random collection of posters and paintings with cats in. No real logic to the display and no information about anything. The building is beautiful and worth seeing and I guess it's kind of a quirky thing to go and do! Just don't expect to learn anything!,Feb 2016,,date_only,中立,負面
5,"This is a large gallery of cats and cat-related pictures and objects. There is plenty to see and a lovely garden out the back. It is easy to get to, there is also a souvenier shop. Well worth a visit.",Sep 2015,,date_only,正面,正面
4,"The GF and I are cat lovers and sought out the cat cabinet. At €7 for an adult the attraction isn't expensive. It is small- though we did wonder if a floor or two were closed because of the season being quiet.Unsurprisingly, the museum is full of pictures and signs including our feline friends, and even has a real live cat who loves a little stroke!Although it is a cat museum, it is also a beautiful example of an old Amsterdam house including furniture and ceilings.Well worth a visit, regardless of cat lover or hater 🐈",Feb 2016,Couples,date_with_label,正面,正面
5,Personally I loved this place. 😚 💕 My partner and I loved it and had a good giggle at the art works and collection. There is a massive ecliptic mix of items with the theme of cats. The fact that it's situated in a vintage canal house is beautiful because it's really unique. They even have resident cats! 😻 the one recommendation I have is that after I pet the cats a kid started pulling one of the cats tails to agitate it. I told the kid to stop it but maybe if there was a staff member watching the cats they can see the people who shouldn't be around animals. 💕 Thankyou for a lovely Time!,Feb 2016,Couples,date_with_label,正面,正面
3,"We found the Museum rather small and not so cheap.It is packed with art works  - some of them rare and interesting, but it is just one floor and it took us about 20 minutes to see everything.We thought it was a little too expensive.",Feb 2016,,date_only,負面,負面
4,"You will either love this place, or hate it! We loved it - but that is because we had a cat we loved to bits, and also because we love late 19th and early 20th century poster art, especially French, Art Nouveau - which this place has in spades, as well as all the art following a cat theme. Quirky, and well worth a visit :-)",Feb 2016,Couples,date_with_label,正面,正面
4,"This place is really small but has quite a lot of interesting things, all cat-related. I guess it is a great place to visit for people who are particularly interested in cats or else it is very likely that you would find it boring. It has a lot of fantastic art and the house itself is really interesting, like a flash from the past. This place is definitely a nice change from a typical museum.",Mar 2015,Friends,date_with_label,正面,正面
3,"Nice place, not only for art but for interior, give you an idea how things were looking in the past! Also 2 live cats purring around really surprised us!",Feb 2016,,date_only,正面,正面
5,"I thought was a completely charming little place. I stopped by several years ago and loved it. After the tour, I was trying to decide on several vintage cat advert posters that were on display. I ended up buying them all, at a discount ""bundle price"" . Priceless!! I am planning to take my husband here in May of this year, during our Tulip trip.I was not here as a hotel guest!",Mar 2015,Solo,date_with_label,正面,正面
5,I liked this beautiful old canal house full of kitty treasures but I can honestly understand that this is not a attraction that would suit everyone. I loved the lucky cat pinball machine and the painting of a cat attacking its prey the most. The collection is varied and both cute and controversial sometimes even in the same artwork.,Oct 2015,,date_only,正面,中立
3,A small museum but it's cheap. There isn't much to see and most things are not too interesting. It is fun to see a museum centred around cats though.The museum shop is too expensive for my taste and for the size of the museum.,Dec 2015,Couples,date_with_label,中立,中立
3,"Collection is obviously born enthusiastically and heartily, but exhibition is not very viewer friendly and dusty and disordered environment tells, that enthusiasm is not sufficient to maintain the collection. We visited only the exhibition and I didn't even notice that there were any accommodation (and to be honest, it would probably be the last place to sleep in Amsterdam)",Dec 2015,Couples,date_with_label,負面,負面
4,"This museum is on two floors of a mansion (only the four resident cats are allowed beyond the ropes).  There are many paintings and drawings of cats, and there is a gift shop on the ground floor.  The only thing I did not like was the horrid painting of a cat with its paw caught in a trap. :(",Dec 2015,,date_only,負面,負面
4,"This Cat Museum features prints, original paintings, sculptures, etc., all of cats. The owner started collecting cat art many years ago, and set up the museum to honour his own cat, J.P. Morgan. It is beautiful to roam and usually empty (except for the cat(s) asleep on the 1st floor divan!) There is every type of cat art that you could imagine, going back to prehistoric times! If you're a cat lover, it's definitely worth a visit.The down side is that it's only ONE floor of a canal house, and at 7 euros, quite expensive for the little there is to see and experience. So don't set your expectations too high, but be prepared to be surprised at how many artists have captured the lowly but lovely cat over the years.cats",Nov 2015,Business,date_with_label,中立,正面
4,"With the student discount, I had to pay 4 euro. It's a small but cute museum, a lot of cat posters, adds, statues... 2 real cats as well... It's funny, but would never pay more then 4 euro.",Dec 2015,Solo,date_with_label,中立,負面
5,"Staying in the Kattenkabinet really added to our experience of Amsterdam. Overall it's one of the best places I've ever stayed in. The house itself is beautiful, and there's free access to the museum which is very interesting. The owners are friendly and helpful and they have 4 cats who will visit your apartment in the evenings if you wish. It's a real home from home. The apartment was spacious and warm (it has its own boiler so you can control the temperature yourself). We stayed in ""Mouse"" which has a double room with ensuite bathroom and a twin room with separate shower room, and a view of the garden. We would definitely stay there again.",Nov 2015,,date_only,正面,正面
4,"My daughters were very excited to visit the Cat Cabinet. An interesting collection of cat themed paraphernalia from statues and magazine covers to the real thing wandering around the rooms. The gift shop had some lovely bits and pieces, and it is quite located next to some great pubs and eateries.",Nov 2015,,date_only,正面,正面
3,"A largely unlabelled assortment of advertising, memorabilia and objects with a feline theme. It has curiosity value and may provide a cat-fix to those travelling and missing their purring pets. Much though I like cats, though, the exhibit felt like an opportunistic gathering together of oddities with little if any in the way of curation. It could have been a warehouse for a cat-lovers car boot sale as much as an exhibition. 2.5, and rounded up mainly because the sheer weirdness of the collection suggests someone may have made an effort to collect it all together (though quite why remains unexplained).",Sep 2015,Friends,date_with_label,中立,負面
5,"I went to this museum after seeing a small card of it at the lobby of my hotel.What a place!Like entering in a fairy tale world.The decoration,the light,the sculptures,the paintings,the wonderfull magic-like atmosphere!The entrance was just 7 Euros.I ll never ever forget it.It is like entering in a magic world.I recomend it to everyone also to people with kids.I regret for not buying a book they had with pictures about the museum and its story.Next time I will.Very friendly guy at the entrance.A definately great magic place to see even if you are not a cat lover.It is he atmosphere that counts.",Nov 2015,Solo,date_with_label,正面,正面
5,"What do you need to know? It's a museum dedicated to fine cat art. If that is not the best kind of museum, I do not know what it. In all seriousness, this truly is a wonderful way to kill and hour or so in Amsterdam. The art itself runs the gamut from simple drawings, to true paintings and sculptures. The best part however are the Cats that roam the halls waiting to be petted. Seriously, spend the 7 Euro and do this museum.",Oct 2015,Solo,date_with_label,正面,正面
3,"I am not a cat person so the place was not fantastic for me but OK for a quick visit and is in keeping with some of the weirdness of Amsterdam. They have lots of cat theme posters in the gift shop that make good gifts if you have a cat nut in your life and need to pick them up something. This is the place for that.The artwork is eclectic to say the least and there are some rather goofy things to see and the only requirement seems to be that cats are somehow involved in the piece. It will only take at most a half hour to go through the place, unless you are really into it. I read in one of the promo ads that there was some valuable artwork in there by Rembrandt or somebody, but if there is it is not well called out. A lot of what was in there seemed to be of ""Dog's playing poker"" themed quality but it was interesting overall. It was very close to my hotel so stop by if you are in the immediate area but I would not suggest making a special trip to this part of town just to see the museum.They do have a table where you can leave your own cat themed notes or artwork to add to the collection, I rather liked that.",Oct 2015,Solo,date_with_label,中立,中立
2,"It was raining and we were in the neighborhood, and I like cats...but, certainly not worth the 7$ entrance to see a bunch of cat posters and figurines. No real explanations or organization attempted, so I don't consider it a real ""museum"".",Sep 2015,Couples,date_with_label,負面,負面
3,"Don't expect to much, though. They have an interesting collection of all sorts of arts, posters, books, ... with cats in the title or cover picture, or ... .But that's about it. Plus 2 nice cats running around the reception.Actually, when we wnet out, we were not so sure if we had seen a cat museum or rather an architecture museum, because the house and the interior at times are even more fascinating than the exhibits about cats. ;-)",Oct 2015,,date_only,中立,中立
1,"I don't know how there are any good reviews of this place. Maybe everyone else has lived a very sheltered life full of doom and gloom and other crap galleries. I am an absolute cat lover so I was quite excited about this. It was the worst 7 Euro I have ever spent. Basically someone has opened their house, filled it with a few nice paintings of cats and a whole load of terrible ones and turned it into an art gallery. There is a mummified cat that looks like it's made from papier mache. I actually might do this in my flat in Glasgow just to pay the rent. I'm pretty good at papier mache cats. Watch this space for Krappenkabinet Glasgow. It'll be cheaper though because I've not got a total brass neck.Absolutely terrible, go and buy yourself a rum and coke instead.",Oct 2015,,date_only,負面,負面
4,If you are a cat lover then this small museum is worth a visit. Museum is on the first floor with artwork and also normally a real cat fast asleep on a sofa. A little gift shop for getting all those cat posters.,Oct 2015,Couples,date_with_label,正面,正面
4,"Don't set your expectation too high.It's a single floor of an elaborate old Dutch house littered with very old cat related posters, art work, and objet d'art.The house is actually just as interesting as it's content. You'll not spend hours here but you should come away with a smile on your face; especially if you come across their pet cat sleeping on a chaise longue like we did.",Oct 2015,Couples,date_with_label,正面,正面
4,For all cat lovers this small but interesting little museum is well worth the visit and even has a real cat that is normally asleep on a sofa in one of the rooms. Mainly full of art work featuring our feline friends. A nice little shop if you want a poster too.,Oct 2015,Couples,date_with_label,正面,正面
3,"We visited this on a whim, it is located on one of the most historically important canals in Amsterdam (Herengracht) it is in a beautiful old house built in 1664 and is full of works of art dedicated to cats! There are cat pictures, paintings and figures everywhere. There are even real live cats roaming around or sleeping. Some of the many posters on display are actually instantly recognisable iconic cat images and there is even a mummified cat  from ancient Egypt. This is definitely a must visit for cat lovers but, I feel the non-cat worshippers will struggle to remain interested for more than 20 minutes or so.",Oct 2015,Couples,date_with_label,正面,正面
4,"For all the cat lovers out there, worthy of a visit, and don't forget to pop into the shop. Great little place off the beaten track. Lovely shop to peruse with great paraphernalia to be had. Rainy day activity.",Sep 2015,,date_only,正面,正面
4,"Missing my cats back home, I was gratified to be greeted by Leon and Shirley (two of the four museum resident cats) at the door.  The museum is not too big and very quirky, but is worth the money for a visit.  We oogled the cat art and spent lots of time patting Leon and Shirley.  And we bought a nice poster to bring back home.  If you are a serious cat lover, don't miss this place; you will be sorry if you did.",Sep 2015,Couples,date_with_label,正面,正面
5,"Lovely little museum full of gorgeous art in a traditional old Dutch house with their very own museum cat - what's not to love!? Friendly staff, quirky little museum and great atmosphere. Would recommend to any cat or art lover!",Oct 2014,,date_only,正面,正面
3,"The place smells like an old house.therefore the air can get a little difficult to breath in.It's cute,but we only saw one living cat. This is a museum, not a hotel. It's quite limited for the price you pay. The art is nice.The store is great though. I would have buy it all...",Sep 2015,Couples,date_with_label,負面,中立
4,"I visited Katten Kabinet on a whim when someone from my hostel recommended it to me. If you have a spare 30-60 minutes and you're in the area, it's well worth your time. There's some quirky art and the history is both informative and entertaining. One major perk is the live cats that roam around throughout the museum. Don't worry, they're very friendly. :) Admission is cheap and I highly recommend anyone with even a vague interest in cats to stop by this unique place if they have a chance. It's not every day you get to see something like this! And their gift shop is lovely to boot - perfect postcards to send to friends. If I ever get to visit Amaterdam again I'd be sure to bring some people with me to enjoy it too!",Nov 2014,Solo,date_with_label,正面,正面
5,"I simply loved this place - it's a collection of all things related to cats, from posters, to some costumes, paintings, and I even saw an actual cat, sleeping on a desk. How delightfully appropriate!There is also a small gift-shop at the exit and I recognized in its postcards some of the most iconic cats that I forgot I even knew.",Oct 2014,,date_only,正面,正面
5,"The museum itself is tiny but really nicely organised. The collection is really interesting and diverse, from vintage prints and children's drawings to actual cats! Definitely worth a visit for any cat lover, and the gift shop is adorable!",Aug 2015,,date_only,正面,正面
3,"Clearly only for the cat enthusiasts!We visited here in the hope of seeing many cats wondering around and seeing a bunch of strange pieces of feline related art and sculptures. Although an enjoyable distraction from the usual Amsterdam tourist traps this place is very limited. There's a shop, a stair case and about 4 rooms containing mainly artwork but also sculptures (all cat related as you'd expect).The problem is this place was pretty pricey and we'd walked around it in around 20 minutes. I spotted 3 cats, 1 of which was in the reception with a note asking customers to let him sleep. The other 2 seemed free game to stroke!Despite trip adviser filling this under ""hotel"" it isn't, this is an art gallery.",Aug 2015,Couples,date_with_label,負面,中立
4,This is a canal front house that has been converted into a museum focusing on artwork that primarily features our furry feline friends. Everything from a mask that was on a mummified cat in ancient Egypt to modern paintings.  The only downside to this museum is that it is quite small. The main part is located on the second floor in 3 large rooms. But what they do have is very nice. The paintings were beautiful.  This place is a must stop and see in Amsterdam if you are a cat lover.,Jul 2015,Solo,date_with_label,正面,正面
4,"This is a small but nice house which has been converted into a tribute to a former owner's cat, JP Morgan. The art ranges from kitschy to very nice, but if you are serious about cats-and we are-it is a delightful place to visit.Added bonus: There are multiple cats roaming the halls.",Aug 2015,Couples,date_with_label,正面,正面
5,"Really lovely little museum of cat art. A big selection of pieces across one floor, including cat-related artwork by the likes of Picasso, Rembrandt and Toulouse Lautrec. In addition, I met one of the cat residents, who was having a casual snooze on an armchair. Do not fear if you visit with a non-cat lover, the museum is also a beautiful example of a traditional Dutch home. And for only 6 euros (or less if you have the Iamsterdam card or have visited De Poezenboot), it's definitely worth it.",Aug 2015,Couples,date_with_label,正面,正面
4,"My mother and I, being the crazy cat ladies we are, decided early on that this place was a must see during our visit! It's very quaint, and a beautiful building but it's not very big, we were in and out in maybe 30mins or less. The gift shop has some lovely cat related posters and postcards.",Aug 2015,Friends,date_with_label,正面,正面
5,Silly museum but fun to wander through.  Lots of old posters and other cat related items.  Worth a peek if you are a cat lover.,Jun 2015,,date_only,正面,正面
5,"This museum, which featured every kind of art you can imagine pertaining to cats, was very cute and fun. The highlight of the museum was the cats who live there. I thoroughly enjoyed my visit and thought the price was very reasonable. It's not a huge museum, but it's more of a quirky hole-in-the-wall that you don't want to miss.",May 2015,Couples,date_with_label,正面,正面
5,"Suits several tastes - combines art gallery with private collection of feline curiousities but great also if you fancy a nosey inside a grand canal house. Take your time, it is calm and peaceful. There are of course real cats snoozing on sofas, getting in serious zzzzs. A great place to step out of the touristy bustle.",Jul 2015,,date_only,正面,正面
2,I didn't want to believe the bad reviews on this museum but really there nothing special abt this museum its only posters in french and details are mostly in dutch.And only 2 real cats not at all plenty running  everywhere.I was expecting much more honestly! !,Jul 2015,Solo,date_with_label,負面,負面
3,"You know the reviews regarding the cat Cabinet are quite accurate. It is dingy (The lighting needs work) damp and a bit grim but I think that this ads to the charm of this establishment.Sure tariff  is dubious because you only have access to one floor, and there is a serious lack of logic to the displays.There is no structure to the museum, rather, random cat pictures and figures displayed randomly with no logical cohesion.Do not get me wrong, I did enjoy the visit, although the cat museum has potential to be more than what it was.Oh and this museum's creator is an old man who loves cats. Contrary to what people think, it does not belong to a crazy cat woman.If you are looking for something different, and you love Cats, you should visit the cat museum, and decide for yourself what you think.",Jun 2015,Couples,date_with_label,正面,負面
5,"This is a really special place which doesn't deserve the negative reviews.The museum itself is an eclectic collection of cat artwork, it contains various pieces ranging from sculptures to posters to costumes to paintings. The space itself is very aesthetically pleasing and quaint and you feel as though the owner has put a lot of care into crafting such a beautiful area.There are a few rooms in which the artefacts are spread through, as one walks through the building you feel as though you're getting to know each cat in each painting, that you're making many new friends on your journey.What was very moving about this museum was the small shrine to J.P. Morgan (the owner's late cat whom he loved very much) it was lovely to see the gifts he was given during his lifetime and it is nice to know there is now a museum curated in memory of him.The admission is €7, €4 for students, which I think is very reasonable seeing as it is a private collection. For those that complain about the price, where else are you going to find such a collection of feline paraphernalia? I would say don't come if you are not a 'cat person'. This is obviously a collection for those who appreciate cats and understand their intrinsic artistic value as creatures. It is obviously a very personal exhibition and, as such, it should be treated with the respect it warrants.",Jul 2015,Friends,date_with_label,正面,正面
4,"It is a museum dedicated to cats in a beautiful old canal house. There is everything from cat statues to advertising posters with cats. While small, there is a lot crammed into the space. Easy to miss, on the 1st floor, is the shrine to the owner's first cat, bizarrely named after a famous banker. There are even a few paintings by artists such as Van Gogh, Rembrandt and Picasso.",Jun 2015,Friends,date_with_label,正面,正面
4,"I have a cat, and I love animals in general, so when I heard about Katten Kabinet, I had to visit!  It is, at the time of writing, €7 per adult to get in.  Although it does not take too long to see everything in there, it is a beautiful place with some weird and wonderful pieces of art.  The rooms are huge, and there are sculptures, paintings, posters and so many other cat-related items to be found.Definitely one for the cat lovers, and something different from the usual museums and art galleries in the city.",Jun 2015,Couples,date_with_label,正面,正面
4,"We loved the kattenkabinet. Admission felt slightly steep at the start however the wonderfully helpful staff and neat gift shop helped to justify the price in the end. Also super interesting to curious travelers, as visiting this museum also gives you a neat glimpse into a huge, beautiful house right in the middle of amsterdam. Wonderful place that I would recommend.",Jun 2015,,date_only,正面,正面
4,"The Katten Kabinet museum is a typical canal house that is loaded with cat-themed artwork and decorations.  Scattered across several rooms the home also boasts some lovely architecture and furniture to complement the abundance of art.  (If you're lucky, you will also get to see or meet the actual cats in residence.)  It was a nice place to visit, I only wish it had been larger with still more cat-related materials.",May 2015,,date_only,正面,正面
3,I got dragged into this place by my wife because she missed our cats and it was rainy. It does not take long to walk through the rooms that are open to the public.  It is mostly just cat themed art work displayed in a restored older home.,Mar 2015,Couples,date_with_label,中立,中立
5,"This is a house, turned into museum (the 1st floor, the rest is a residential area of the owner). It is dedicated to a very special cat, which owner loved very much. This is a collection of cats connected objects, such as posters, statues, drawings, paintings....they even have some Picasso and Rembrandt. It is a very thoughtful collection and very nicely presented. There are some cats walking around the house and if you are lucky, you can get some cuddles. The staff is very nice and so is the owner!",May 2015,Friends,date_with_label,正面,正面
4,"We have been to the katten kabinet 3 times and it hasn't changed at all in the last 5 years. It's only small we really like it, this time we came back with our children.",May 2015,,date_only,中立,中立
3,I am a cat lover so thought a trip to Kattenkabinet was a must however I think the entrance fee is expensive for the small exhibition and I only stayed for about 20 minutes. The interior of the building is beautiful which is an added bonus but I would only recommend a visit to people really interested in cat art!,May 2015,Couples,date_with_label,中立,中立
